run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	instrument_model	library_name	library_strategy	library_source	first_public	experiment_title	fastq_ftp	submitted_ftp	sample_alias	sample_title	bam_ftp
SRR8619280	PRJNA523380	SAMN10987690	SRX5417807	9606	Homo sapiens	Illumina HiSeq 2000	WXS-BICR6_UPPER_AERODIGESTIVE_TRACT	WXS	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: WXS of BICR6_UPPER_AERODIGESTIVE_TRACT	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8619280/SRR8619280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8619280/SRR8619280_2.fastq.gz		BICR6_UPPER_AERODIGESTIVE_TRACT	BICR6_UPPER_AERODIGESTIVE_TRACT	
SRR8615172	PRJNA523380	SAMN10987689	SRX5414068	9606	Homo sapiens	Illumina MiSeq	TERTp-SKMEL28_SKIN	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of SKMEL28_SKIN	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615172/SRR8615172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615172/SRR8615172_2.fastq.gz		SKMEL28_SKIN	SKMEL28_SKIN	
SRR8615896	PRJNA523380	SAMN10987866	SRX5415154	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615896/SRR8615896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615896/SRR8615896_2.fastq.gz		U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8619282	PRJNA523380	SAMN10988449	SRX5417805	9606	Homo sapiens	Illumina HiSeq 2000	WXS-ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	WXS	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: WXS of ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8619282/SRR8619282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8619282/SRR8619282_2.fastq.gz		ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8615175	PRJNA523380	SAMN10988436	SRX5414065	9606	Homo sapiens	Illumina MiSeq	TERTp-RS5_FIBROBLAST	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of RS5_FIBROBLAST	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615175/SRR8615175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615175/SRR8615175_2.fastq.gz		RS5_FIBROBLAST	RS5_FIBROBLAST	
SRR8633202	PRJNA523380	SAMN10987811	SRX5432216	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-HUPT3_PANCREAS	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of HUPT3_PANCREAS	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/002/SRR8633202/SRR8633202.fastq.gz		HUPT3_PANCREAS	HUPT3_PANCREAS	
SRR8615176	PRJNA523380	SAMN10988543	SRX5414064	9606	Homo sapiens	Illumina MiSeq	TERTp-RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615176/SRR8615176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615176/SRR8615176_2.fastq.gz		RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8615900	PRJNA523380	SAMN10987702	SRX5415150	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-HCC33_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of HCC33_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615900/SRR8615900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615900/SRR8615900_2.fastq.gz		HCC33_LUNG	HCC33_LUNG	
SRR8615903	PRJNA523380	SAMN10987870	SRX5415147	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615903/SRR8615903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615903/SRR8615903_2.fastq.gz		KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8615178	PRJNA523380	SAMN10988516	SRX5414062	9606	Homo sapiens	Illumina MiSeq	TERTp-SCLC21H_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of SCLC21H_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615178/SRR8615178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615178/SRR8615178_2.fastq.gz		SCLC21H_LUNG	SCLC21H_LUNG	
SRR8633203	PRJNA523380	SAMN10987893	SRX5432215	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-HS578T_BREAST	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of HS578T_BREAST	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/003/SRR8633203/SRR8633203.fastq.gz		HS578T_BREAST	HS578T_BREAST	
SRR8615180	PRJNA523380	SAMN10988065	SRX5414060	9606	Homo sapiens	Illumina MiSeq	TERTp-SNU1040_LARGE_INTESTINE	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of SNU1040_LARGE_INTESTINE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615180/SRR8615180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615180/SRR8615180_2.fastq.gz		SNU1040_LARGE_INTESTINE	SNU1040_LARGE_INTESTINE	
SRR8615905	PRJNA523380	SAMN10987956	SRX5415145	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-NCIH1355_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of NCIH1355_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615905/SRR8615905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615905/SRR8615905_2.fastq.gz		NCIH1355_LUNG	NCIH1355_LUNG	
SRR8633204	PRJNA523380	SAMN10987929	SRX5432214	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-HS604T_FIBROBLAST	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of HS604T_FIBROBLAST	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/004/SRR8633204/SRR8633204.fastq.gz		HS604T_FIBROBLAST	HS604T_FIBROBLAST	
SRR8615186	PRJNA523380	SAMN10987962	SRX5414054	9606	Homo sapiens	Illumina MiSeq	TERTp-HCC1438_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of HCC1438_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615186/SRR8615186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615186/SRR8615186_2.fastq.gz		HCC1438_LUNG	HCC1438_LUNG	
SRR8615906	PRJNA523380	SAMN10988369	SRX5415144	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-KM12_LARGE_INTESTINE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of KM12_LARGE_INTESTINE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615906/SRR8615906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615906/SRR8615906_2.fastq.gz		KM12_LARGE_INTESTINE	KM12_LARGE_INTESTINE	
SRR8633206	PRJNA523380	SAMN10987843	SRX5432212	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-HUH28_BILIARY_TRACT	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of HUH28_BILIARY_TRACT	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/006/SRR8633206/SRR8633206.fastq.gz		HUH28_BILIARY_TRACT	HUH28_BILIARY_TRACT	
SRR8615908	PRJNA523380	SAMN10988578	SRX5415142	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615908/SRR8615908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615908/SRR8615908_2.fastq.gz		KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8615187	PRJNA523380	SAMN10987967	SRX5414053	9606	Homo sapiens	Illumina MiSeq	TERTp-HCC2108_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of HCC2108_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615187/SRR8615187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615187/SRR8615187_2.fastq.gz		HCC2108_LUNG	HCC2108_LUNG	
SRR8633208	PRJNA523380	SAMN10987834	SRX5432210	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-HUH7_LIVER	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of HUH7_LIVER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/008/SRR8633208/SRR8633208.fastq.gz		HUH7_LIVER	HUH7_LIVER	
SRR8615912	PRJNA523380	SAMN10987838	SRX5415138	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615912/SRR8615912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615912/SRR8615912_2.fastq.gz		KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8615189	PRJNA523380	SAMN10988553	SRX5414051	9606	Homo sapiens	Illumina MiSeq	TERTp-HCC2935_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of HCC2935_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615189/SRR8615189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615189/SRR8615189_2.fastq.gz		HCC2935_LUNG	HCC2935_LUNG	
SRR8633211	PRJNA523380	SAMN10988262	SRX5432207	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-HUH1_LIVER	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of HUH1_LIVER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/001/SRR8633211/SRR8633211.fastq.gz		HUH1_LIVER	HUH1_LIVER	
SRR8615913	PRJNA523380	SAMN10987831	SRX5415137	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615913/SRR8615913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615913/SRR8615913_2.fastq.gz		KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8615191	PRJNA523380	SAMN10987977	SRX5414049	9606	Homo sapiens	Illumina MiSeq	TERTp-NCIH2110_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of NCIH2110_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615191/SRR8615191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615191/SRR8615191_2.fastq.gz		NCIH2110_LUNG	NCIH2110_LUNG	
SRR8615919	PRJNA523380	SAMN10987774	SRX5415131	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-JHH4_LIVER	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of JHH4_LIVER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615919/SRR8615919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615919/SRR8615919_2.fastq.gz		JHH4_LIVER	JHH4_LIVER	
SRR8633216	PRJNA523380	SAMN10987643	SRX5432202	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-NCIH1341_LUNG	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of NCIH1341_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/006/SRR8633216/SRR8633216.fastq.gz		NCIH1341_LUNG	NCIH1341_LUNG	
SRR8615192	PRJNA523380	SAMN10988220	SRX5414048	9606	Homo sapiens	Illumina MiSeq	TERTp-NCIH211_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of NCIH211_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615192/SRR8615192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615192/SRR8615192_2.fastq.gz		NCIH211_LUNG	NCIH211_LUNG	
SRR8615921	PRJNA523380	SAMN10987997	SRX5415129	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-JHH6_LIVER	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of JHH6_LIVER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615921/SRR8615921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615921/SRR8615921_2.fastq.gz		JHH6_LIVER	JHH6_LIVER	
SRR8615196	PRJNA523380	SAMN10987673	SRX5414044	9606	Homo sapiens	Illumina MiSeq	TERTp-NCIH2342_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of NCIH2342_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615196/SRR8615196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615196/SRR8615196_2.fastq.gz		NCIH2342_LUNG	NCIH2342_LUNG	
SRR8615923	PRJNA523380	SAMN10987614	SRX5415127	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-JHOS4_OVARY	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of JHOS4_OVARY	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615923/SRR8615923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615923/SRR8615923_2.fastq.gz		JHOS4_OVARY	JHOS4_OVARY	
SRR8633218	PRJNA523380	SAMN10988153	SRX5432200	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-NCIH1373_LUNG	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of NCIH1373_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/008/SRR8633218/SRR8633218.fastq.gz		NCIH1373_LUNG	NCIH1373_LUNG	
SRR8615199	PRJNA523380	SAMN10988539	SRX5414041	9606	Homo sapiens	Illumina MiSeq	TERTp-NCIH2405_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of NCIH2405_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615199/SRR8615199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615199/SRR8615199_2.fastq.gz		NCIH2405_LUNG	NCIH2405_LUNG	
SRR8615925	PRJNA523380	SAMN10988151	SRX5415125	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-SW1088_CENTRAL_NERVOUS_SYSTEM	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of SW1088_CENTRAL_NERVOUS_SYSTEM	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615925/SRR8615925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615925/SRR8615925_2.fastq.gz		SW1088_CENTRAL_NERVOUS_SYSTEM	SW1088_CENTRAL_NERVOUS_SYSTEM	
SRR8633220	PRJNA523380	SAMN10988300	SRX5432198	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-NCIH1155_LUNG	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of NCIH1155_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/000/SRR8633220/SRR8633220.fastq.gz		NCIH1155_LUNG	NCIH1155_LUNG	
SRR8615200	PRJNA523380	SAMN10988376	SRX5414040	9606	Homo sapiens	Illumina MiSeq	TERTp-NCIH2444_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of NCIH2444_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615200/SRR8615200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615200/SRR8615200_2.fastq.gz		NCIH2444_LUNG	NCIH2444_LUNG	
SRR8615927	PRJNA523380	SAMN10988463	SRX5415123	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615927/SRR8615927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615927/SRR8615927_2.fastq.gz		SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8615201	PRJNA523380	SAMN10987729	SRX5414039	9606	Homo sapiens	Illumina MiSeq	TERTp-CW2_LARGE_INTESTINE	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of CW2_LARGE_INTESTINE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615201/SRR8615201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615201/SRR8615201_2.fastq.gz		CW2_LARGE_INTESTINE	CW2_LARGE_INTESTINE	
SRR8633223	PRJNA523380	SAMN10988490	SRX5432195	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/003/SRR8633223/SRR8633223.fastq.gz		EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8615928	PRJNA523380	SAMN10988021	SRX5415122	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615928/SRR8615928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615928/SRR8615928_2.fastq.gz		SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8633224	PRJNA523380	SAMN10988280	SRX5432194	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-EN_ENDOMETRIUM	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of EN_ENDOMETRIUM	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/004/SRR8633224/SRR8633224.fastq.gz		EN_ENDOMETRIUM	EN_ENDOMETRIUM	
SRR8615203	PRJNA523380	SAMN10987980	SRX5414037	9606	Homo sapiens	Illumina MiSeq	TERTp-CORL47_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of CORL47_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615203/SRR8615203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615203/SRR8615203_2.fastq.gz		CORL47_LUNG	CORL47_LUNG	
SRR8615931	PRJNA523380	SAMN10987743	SRX5415119	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-SNU213_PANCREAS	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of SNU213_PANCREAS	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615931/SRR8615931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615931/SRR8615931_2.fastq.gz		SNU213_PANCREAS	SNU213_PANCREAS	
SRR8633226	PRJNA523380	SAMN10987954	SRX5432192	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-EPLC272H_LUNG	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of EPLC272H_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/006/SRR8633226/SRR8633226.fastq.gz		EPLC272H_LUNG	EPLC272H_LUNG	
SRR8615205	PRJNA523380	SAMN10987760	SRX5414035	9606	Homo sapiens	Illumina MiSeq	TERTp-ECC12_STOMACH	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of ECC12_STOMACH	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615205/SRR8615205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615205/SRR8615205_2.fastq.gz		ECC12_STOMACH	ECC12_STOMACH	
SRR8633227	PRJNA523380	SAMN10989569	SRX5432191	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/007/SRR8633227/SRR8633227.fastq.gz		EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8615940	PRJNA523380	SAMN10987939	SRX5415110	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-SKNFI_AUTONOMIC_GANGLIA	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of SKNFI_AUTONOMIC_GANGLIA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615940/SRR8615940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615940/SRR8615940_2.fastq.gz		SKNFI_AUTONOMIC_GANGLIA	SKNFI_AUTONOMIC_GANGLIA	
SRR8615207	PRJNA523380	SAMN10988133	SRX5414033	9606	Homo sapiens	Illumina MiSeq	TERTp-DV90_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of DV90_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615207/SRR8615207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615207/SRR8615207_2.fastq.gz		DV90_LUNG	DV90_LUNG	
SRR8615945	PRJNA523380	SAMN10988320	SRX5415105	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-NCIH1395_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of NCIH1395_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615945/SRR8615945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615945/SRR8615945_2.fastq.gz		NCIH1395_LUNG	NCIH1395_LUNG	
SRR8633229	PRJNA523380	SAMN10988561	SRX5432189	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/009/SRR8633229/SRR8633229.fastq.gz		EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
